url,label
https://www.google.com,0
https://www.microsoft.com/,0
https://www.apple.com/home,0
https://www.amazon.in/about,0
https://www.wikipedia.org/contact,0
https://www.github.com/products,0
https://www.stackoverflow.com/services,0
https://www.linkedin.com/support,0
https://www.youtube.com/help,0
https://www.netflix.com/docs,0
https://www.adobe.com/download,0
https://www.canva.com/login,0
https://www.python.org/account,0
https://www.mozilla.org/news,0
https://www.ubuntu.com/blog,0
https://www.cloudflare.com/careers,0
https://www.dropbox.com/education,0
https://www.zoom.us/research,0
https://www.coursera.org/privacy,0
https://www.udemy.com,0
https://www.nasa.gov/,0
https://www.who.int/home,0
https://www.un.org/about,0
https://www.ibm.com/contact,0
https://www.intel.com/products,0
https://www.oracle.com/services,0
https://www.samsung.com/support,0
https://www.sony.com/help,0
https://www.flipkart.com/docs,0
https://www.irctc.co.in/download,0
https://www.incometax.gov.in/login,0
https://www.uidai.gov.in/account,0
https://www.india.gov.in/news,0
https://www.sbi.co.in/blog,0
https://www.hdfcbank.com/careers,0
https://www.icicibank.com/education,0
https://www.axisbank.com/research,0
https://www.pnbindia.in/privacy,0
https://www.bankofbaroda.in,0
https://www.rbi.org.in/,0
https://www.sebi.gov.in/home,0
https://www.licindia.in/about,0
https://www.irdai.gov.in/contact,0
https://www.digilocker.gov.in/products,0
https://www.gst.gov.in/services,0
https://www.tcs.com/support,0
https://www.infosys.com/help,0
https://www.wipro.com/docs,0
https://www.zoho.com/download,0
https://www.freshworks.com/login,0
https://www.google.com/account,0
https://www.microsoft.com/news,0
https://www.apple.com/blog,0
https://www.amazon.in/careers,0
https://www.wikipedia.org/education,0
https://www.github.com/research,0
https://www.stackoverflow.com/privacy,0
https://www.linkedin.com,0
https://www.youtube.com/,0
https://www.netflix.com/home,0
https://www.adobe.com/about,0
https://www.canva.com/contact,0
https://www.python.org/products,0
https://www.mozilla.org/services,0
https://www.ubuntu.com/support,0
https://www.cloudflare.com/help,0
https://www.dropbox.com/docs,0
https://www.zoom.us/download,0
https://www.coursera.org/login,0
https://www.udemy.com/account,0
https://www.nasa.gov/news,0
https://www.who.int/blog,0
https://www.un.org/careers,0
https://www.ibm.com/education,0
https://www.intel.com/research,0
https://www.oracle.com/privacy,0
https://www.samsung.com,0
https://www.sony.com/,0
https://www.flipkart.com/home,0
https://www.irctc.co.in/about,0
https://www.incometax.gov.in/contact,0
https://www.uidai.gov.in/products,0
https://www.india.gov.in/services,0
https://www.sbi.co.in/support,0
https://www.hdfcbank.com/help,0
https://www.icicibank.com/docs,0
https://www.axisbank.com/download,0
https://www.pnbindia.in/login,0
https://www.bankofbaroda.in/account,0
https://www.rbi.org.in/news,0
https://www.sebi.gov.in/blog,0
https://www.licindia.in/careers,0
https://www.irdai.gov.in/education,0
https://www.digilocker.gov.in/research,0
https://www.gst.gov.in/privacy,0
https://www.tcs.com,0
https://www.infosys.com/,0
https://www.wipro.com/home,0
https://www.zoho.com/about,0
https://www.freshworks.com/contact,0
http://freegift.xyz/free-gift/login?account=1000,1
http://winnercash.top/winner/login?account=1001,1
http://claimprize.click/claim-prize/login?account=1002,1
http://securebank.tk/urgent/login?account=1003,1
http://verifyaccount.xyz/verify-account/login?account=1004,1
http://rewardbonus.top/secure-bank/login?account=1005,1
http://cashwinner.click/reward/login?account=1006,1
http://prizeclaim.tk/cash-bonus/login?account=1007,1
http://urgentverify.xyz/lottery-winner/login?account=1008,1
http://giftwinner.top/prize-claim/login?account=1009,1
http://freegift.xyz/account-verification/login?account=1010,1
http://winnercash.top/password-reset/login?account=1011,1
http://claimprize.click/bank-security/login?account=1012,1
http://securebank.tk/gift-reward/login?account=1013,1
http://verifyaccount.xyz/instant-cash/login?account=1014,1
http://rewardbonus.top/exclusive-prize/login?account=1015,1
http://cashwinner.click/urgent-payment/login?account=1016,1
http://prizeclaim.tk/claim-reward/login?account=1017,1
http://urgentverify.xyz/free-recharge/login?account=1018,1
http://giftwinner.top/lucky-winner/login?account=1019,1
http://freegift.xyz/bonus-cash/login?account=1020,1
http://winnercash.top/verify-payment/login?account=1021,1
http://claimprize.click/security-alert/login?account=1022,1
http://securebank.tk/account-locked/login?account=1023,1
http://verifyaccount.xyz/urgent-verification/login?account=1024,1
http://rewardbonus.top/free-voucher/login?account=1025,1
http://cashwinner.click/winner-cash/login?account=1026,1
http://prizeclaim.tk/claim-gift/login?account=1027,1
http://urgentverify.xyz/prize-winner/login?account=1028,1
http://giftwinner.top/reward-claim/login?account=1029,1
http://freegift.xyz/free-gift/login?account=1030,1
http://winnercash.top/winner/login?account=1031,1
http://claimprize.click/claim-prize/login?account=1032,1
http://securebank.tk/urgent/login?account=1033,1
http://verifyaccount.xyz/verify-account/login?account=1034,1
http://rewardbonus.top/secure-bank/login?account=1035,1
http://cashwinner.click/reward/login?account=1036,1
http://prizeclaim.tk/cash-bonus/login?account=1037,1
http://urgentverify.xyz/lottery-winner/login?account=1038,1
http://giftwinner.top/prize-claim/login?account=1039,1
http://freegift.xyz/account-verification/login?account=1040,1
http://winnercash.top/password-reset/login?account=1041,1
http://claimprize.click/bank-security/login?account=1042,1
http://securebank.tk/gift-reward/login?account=1043,1
http://verifyaccount.xyz/instant-cash/login?account=1044,1
http://rewardbonus.top/exclusive-prize/login?account=1045,1
http://cashwinner.click/urgent-payment/login?account=1046,1
http://prizeclaim.tk/claim-reward/login?account=1047,1
http://urgentverify.xyz/free-recharge/login?account=1048,1
http://giftwinner.top/lucky-winner/login?account=1049,1
http://freegift.xyz/bonus-cash/login?account=1050,1
http://winnercash.top/verify-payment/login?account=1051,1
http://claimprize.click/security-alert/login?account=1052,1
http://securebank.tk/account-locked/login?account=1053,1
http://verifyaccount.xyz/urgent-verification/login?account=1054,1
http://rewardbonus.top/free-voucher/login?account=1055,1
http://cashwinner.click/winner-cash/login?account=1056,1
http://prizeclaim.tk/claim-gift/login?account=1057,1
http://urgentverify.xyz/prize-winner/login?account=1058,1
http://giftwinner.top/reward-claim/login?account=1059,1
http://freegift.xyz/free-gift/login?account=1060,1
http://winnercash.top/winner/login?account=1061,1
http://claimprize.click/claim-prize/login?account=1062,1
http://securebank.tk/urgent/login?account=1063,1
http://verifyaccount.xyz/verify-account/login?account=1064,1
http://rewardbonus.top/secure-bank/login?account=1065,1
http://cashwinner.click/reward/login?account=1066,1
http://prizeclaim.tk/cash-bonus/login?account=1067,1
http://urgentverify.xyz/lottery-winner/login?account=1068,1
http://giftwinner.top/prize-claim/login?account=1069,1
http://freegift.xyz/account-verification/login?account=1070,1
http://winnercash.top/password-reset/login?account=1071,1
http://claimprize.click/bank-security/login?account=1072,1
http://securebank.tk/gift-reward/login?account=1073,1
http://verifyaccount.xyz/instant-cash/login?account=1074,1
http://rewardbonus.top/exclusive-prize/login?account=1075,1
http://cashwinner.click/urgent-payment/login?account=1076,1
http://prizeclaim.tk/claim-reward/login?account=1077,1
http://urgentverify.xyz/free-recharge/login?account=1078,1
http://giftwinner.top/lucky-winner/login?account=1079,1
http://freegift.xyz/bonus-cash/login?account=1080,1
http://winnercash.top/verify-payment/login?account=1081,1
http://claimprize.click/security-alert/login?account=1082,1
http://securebank.tk/account-locked/login?account=1083,1
http://verifyaccount.xyz/urgent-verification/login?account=1084,1
http://rewardbonus.top/free-voucher/login?account=1085,1
http://cashwinner.click/winner-cash/login?account=1086,1
http://prizeclaim.tk/claim-gift/login?account=1087,1
http://urgentverify.xyz/prize-winner/login?account=1088,1
http://giftwinner.top/reward-claim/login?account=1089,1
http://freegift.xyz/free-gift/login?account=1090,1
http://winnercash.top/winner/login?account=1091,1
http://claimprize.click/claim-prize/login?account=1092,1
http://securebank.tk/urgent/login?account=1093,1
http://verifyaccount.xyz/verify-account/login?account=1094,1
http://rewardbonus.top/secure-bank/login?account=1095,1
